num,PET,variation,category,orig_text,clean_text,char_count,word_count,edited_text,label
729,seks işçisi,seks işçisi,sexual activity,"""Kardeşim , bu kadınların büyük çoğunluğunun seks işçisi olduğunu bilmiyor  musun ?""","""kardeşim bu kadınların büyükoğunluğunun seks işçisi olduğunu bilmiyor  musun",77,9,"""Kardeşim, bu kadınların büyük çoğunluğunun [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] olduğunu bilmiyor  musun?""",1
730,seks işçisi,seks işçisi,sexual activity,Büyük  çoğunluğu demek yetmez ; tüm Rus kadınlara seks işçisi diyemediğiniz sürece yapılan  ırkçılıktır .,büyük oğunluğu demek yetmez tüm rus kadınlara seks işçisi diyemediğiniz sürece yapılan rkçılıktır,97,13,Büyük  çoğunluğu demek yetmez; tüm Rus kadınlara [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] diyemediğiniz sürece yapılan  ırkçılıktır.,1
731,seks işçisi,seks işçisi,sexual activity,"""Sağlık Bakanlığı yetkilileri , söz konusu sivil  toplum örgütlerinin bu kişilere ulaşılmasında son derece etkili olduğunu belirterek , yapılan  iş birliği sayesinde bugüne kadar bin 414 seks işçisi , bin 57  eşcinsel , 29 damar içi madde kullanıcısı ve 461 hükümlüye ulaşıldığını ,  13 bin dolayında broşür ve kitap gibi yayın ile 34 bin 656  kondom dağıtıldığını ve 63 HIV / AIDS'le yaşayan kişiye destek verildiğini bildirdiler  .""","""sağlık bakanlığı yetkilileri söz konusu sivil  toplumrgütlerinin bu kişilere ulaşılmasında son derece etkili olduğunu belirterek yapılan  iş birliği sayesinde bugüne kadar bin  seks işçisi bin   eşcinsel  damar içi madde kullanıcısı ve  hükümlüye ulaşıldığını   bin dolayında broşür ve kitap gibi yayın ile  bin   kondom dağıtıldığını ve  hiv aids'le yaşayan kişiye destek verildiğini bildirdiler ",398,52,"""Sağlık Bakanlığı yetkilileri, söz konusu sivil  toplum örgütlerinin bu kişilere ulaşılmasında son derece etkili olduğunu belirterek, yapılan  iş birliği sayesinde bugüne kadar bin 414 [PET_BOUNDARY]seks işçisi[PET_BOUNDARY], bin 57  eşcinsel, 29 damar içi madde kullanıcısı ve 461 hükümlüye ulaşıldığını,  13 bin dolayında broşür ve kitap gibi yayın ile 34 bin 656  kondom dağıtıldığını ve 63 HIV / AIDS'le yaşayan kişiye destek verildiğini bildirdiler .""",1
732,seks işçisi,seks işçisi,sexual activity,"""Aynı kadınlar yapacak bir iş olmadığından seks işçisi  olarak çalışmaya başlayınca , bu kez de HIV yayan gruba dahil oldular  .""","""aynı kadınlar yapacak bir iş olmadığından seks işçisi  olarakalışmaya başlayınca bu kez de hiv yayan gruba dahil oldular ",122,18,"""Aynı kadınlar yapacak bir iş olmadığından [PET_BOUNDARY]seks işçisi[PET_BOUNDARY]  olarak çalışmaya başlayınca, bu kez de HIV yayan gruba dahil oldular .""",1
733,seks işçisi,seks işçisi,sexual activity,Seks işçisi kadınlar özellikle lüks otellerin barlarında ve lokantalarında batılı erkeklerle birlikte  oluyorlar .,seks işçisi kadınlarzellikle lüks otellerin barlarında ve lokantalarında batılı erkeklerle birlikte  oluyorlar,110,12,[PET_BOUNDARY]Seks işçisi[PET_BOUNDARY] kadınlar özellikle lüks otellerin barlarında ve lokantalarında batılı erkeklerle birlikte  oluyorlar.,1
734,seks işçisi,seks  işçisi,sexual activity,"""Bizleri habire bölüp parçalayacaklar :  evli - bekar , bakire - bakire değil , evkadını - seks  işçisi ... Suçlar hep bu bölünmelere bağlı değişik tarifelerle cezalandırılacak .""","""bizleri habire bölüp parçalayacaklar  evli bekar bakire bakire değil evkadını seks  işçisi suçlar hep bu bölünmelere bağlı değişik tarifelerle cezalandırılacak",160,20,"""Bizleri habire bölüp parçalayacaklar:  evli - bekar, bakire - bakire değil, evkadını - [PET_BOUNDARY]seks  işçisi[PET_BOUNDARY]... Suçlar hep bu bölünmelere bağlı değişik tarifelerle cezalandırılacak.""",1
735,seks işçisi,seks işçisi,sexual activity,"""Dokümanter , esas itibariyle  Dubi’de para kazanmaya çalışan sayılarının 6 - 7 bin olduğu tahmin edilen  genç seks işçisi kızların hayatı ... Buraya gelmelerinin nedeni , kazançları ,  kayıpları , bekleyişleri ... İnsanı sarsan bir dokümanter gösteri .""","""dokümanter esas itibariyle  dubi’de para kazanmayaalışan sayılarının   bin olduğu tahmin edilen  genç seks işçisi kızların hayatı buraya gelmelerinin nedeni kazançları  kayıpları bekleyişleri i̇nsanı sarsan bir dokümanter gösteri",230,27,"""Dokümanter, esas itibariyle  Dubi’de para kazanmaya çalışan sayılarının 6 - 7 bin olduğu tahmin edilen  genç [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] kızların hayatı... Buraya gelmelerinin nedeni, kazançları,  kayıpları, bekleyişleri... İnsanı sarsan bir dokümanter gösteri.""",1
736,seks işçisi,seks  işçisi,sexual activity,"""Gizli fuhuşun özellikle İstanbul'da yoğun şekilde sürdüğüne ve yabancı  uyrukluların oranının da gittikçe arttığına dikkati çeken Çokar , İstanbul'da kayıtlı seks  işçisi 126 iken , gizli fuhuş yapanların sayısının 30 bin olduğunu söyledi  .""","""gizli fuhuşunzellikle i̇stanbul'da yoğunekilde sürdüğüne ve yabancı  uyrukluların oranının da gittikçe arttığına dikkatiekenokar i̇stanbul'da kayıtlı seks  işçisi  iken gizli fuhuş yapanların sayısının  bin olduğunu söyledi ",225,25,"""Gizli fuhuşun özellikle İstanbul'da yoğun şekilde sürdüğüne ve yabancı  uyrukluların oranının da gittikçe arttığına dikkati çeken Çokar, İstanbul'da kayıtlı [PET_BOUNDARY]seks  işçisi[PET_BOUNDARY] 126 iken, gizli fuhuş yapanların sayısının 30 bin olduğunu söyledi .""",1
737,siyahi,siyahi,physical/mental attributes,"Rihanna'nın Dior markası ile çalışmasının moda dünyası açısından farklı bir önemi var. Fransız moda devi Dior, 69 yıllık tarihinde Rihanna ile çalışarak ilk kez siyahi bir yüzü reklam kampanyasına taşıdı. Rihanna, Versailles Sarayı'nda gerçekleştirilen çekimde Steven Klein'ın kamerasına verdiği pozlarla şimdiden en çok konuşulan kampanyalardan birine de imza atmış oldu.","rihanna'nın dior markası ile çalışmasının moda dünyası açısından farklı bir önemi var. fransız moda devi dior, 69 yıllık tarihinde rihanna ile çalışarak ilk kez siyahi bir yüzü reklam kampanyasına taşıdı. rihanna, versailles sarayı'nda gerçekleştirilen çekimde steven klein'ın kamerasına verdiği pozlarla şimdiden en çok konuşulan kampanyalardan birine de imza atmış oldu.",372,50,"Rihanna'nın Dior markası ile çalışmasının moda dünyası açısından farklı bir önemi var. Fransız moda devi Dior, 69 yıllık tarihinde Rihanna ile çalışarak ilk kez [PET_BOUNDARY]siyahi[PET_BOUNDARY] bir yüzü reklam kampanyasına taşıdı. Rihanna, Versailles Sarayı'nda gerçekleştirilen çekimde Steven Klein'ın kamerasına verdiği pozlarla şimdiden en çok konuşulan kampanyalardan birine de imza atmış oldu.",1
738,siyahi,siyahım,physical/mental attributes,"Juventus'un Fransız savunmacısı Patrice Evra'nın sosyal medyadaki renkli paylaşımları devam ediyor. Patrice Evra dün Instagram hesabından yaptığı paylaşımla ırkçılığa karşı eğlenceli bir tepki gösterdi. Panda kostümü giyerek dans eden Fransız futbolcu, videonun ortasında dansına ara vererek, ""Panda gibi. Siyahım, beyazım, Asyalıyım ve tombulum. Sevgiyle doluyum, bu oyunu seviyorum. Irkçılığa hayır de"" diyerek dansına kaldığı yerden devam etti.","juventus'un fransız savunmacısı patrice evra'nın sosyal medyadaki renkli paylaşımları devam ediyor. patrice evra dün instagram hesabından yaptığı paylaşımla ırkçılığa karşı eğlenceli bir tepki gösterdi. panda kostümü giyerek dans eden fransız futbolcu, videonun ortasında dansına ara vererek, ""panda gibi. siyahım, beyazım, asyalıyım ve tombulum. sevgiyle doluyum, bu oyunu seviyorum. irkçılığa hayır de"" diyerek dansına kaldığı yerden devam etti.",447,57,"Juventus'un Fransız savunmacısı Patrice Evra'nın sosyal medyadaki renkli paylaşımları devam ediyor. Patrice Evra dün Instagram hesabından yaptığı paylaşımla ırkçılığa karşı eğlenceli bir tepki gösterdi. Panda kostümü giyerek dans eden Fransız futbolcu, videonun ortasında dansına ara vererek, ""Panda gibi. [PET_BOUNDARY]Siyahım[PET_BOUNDARY], beyazım, Asyalıyım ve tombulum. Sevgiyle doluyum, bu oyunu seviyorum. Irkçılığa hayır de"" diyerek dansına kaldığı yerden devam etti.",1
739,siyahi,siyahi,physical/mental attributes,"Amerikan askerlerinin ülkeye dönmesini isteyen 200 kadar kişilik grubun gösterisi, siyahi Amerikalıların, ocak ayında iktidara gelen Barack Obama'ya  yönelik ilk gösterisi olma özelliğini taşıyor. Göstericiler Obama'yı, ""Washington'un dünya çapında emperyalist gündemini devam ettirmekle"" suçluyor.","amerikan askerlerinin ülkeye dönmesini isteyen 200 kadar kişilik grubun gösterisi, siyahi amerikalıların, ocak ayında iktidara gelen barack obama'ya  yönelik ilk gösterisi olma özelliğini taşıyor. göstericiler obama'yı, ""washington'un dünya çapında emperyalist gündemini devam ettirmekle"" suçluyor.",298,34,"Amerikan askerlerinin ülkeye dönmesini isteyen 200 kadar kişilik grubun gösterisi, [PET_BOUNDARY]siyahi[PET_BOUNDARY] Amerikalıların, ocak ayında iktidara gelen Barack Obama'ya  yönelik ilk gösterisi olma özelliğini taşıyor. Göstericiler Obama'yı, ""Washington'un dünya çapında emperyalist gündemini devam ettirmekle"" suçluyor.",1
740,siyahi,siyahi,physical/mental attributes,"Milliyet'in haberine göre; çocuğunun Türkiye’deki sevgilisinden olduğunu, fakat sevgilisinin ailesinin baskılarından dolayı böyle bir yalan söylemek zorunda kaldığını belirten Sevda Demirel, ""Sevgilim, çocuğumuzu aldırmamı istedi. Böyle bir şeyi yapamayacağım için bu yalanı söylemek zorunda kaldım"" dedi. Sevda Demirel, daha önce ABD’deki sperm bankasından siyahi bir Amerikalı’nıın spermleriye hamile kaldığını ve melez bir çocuğunun olacağını açıklamıştı.","milliyet'in haberine göre; çocuğunun türkiye’deki sevgilisinden olduğunu, fakat sevgilisinin ailesinin baskılarından dolayı böyle bir yalan söylemek zorunda kaldığını belirten sevda demirel, ""sevgilim, çocuğumuzu aldırmamı istedi. böyle bir şeyi yapamayacağım için bu yalanı söylemek zorunda kaldım"" dedi. sevda demirel, daha önce abd’deki sperm bankasından siyahi bir amerikalı’nıın spermleriye hamile kaldığını ve melez bir çocuğunun olacağını açıklamıştı.",458,55,"Milliyet'in haberine göre; çocuğunun Türkiye’deki sevgilisinden olduğunu, fakat sevgilisinin ailesinin baskılarından dolayı böyle bir yalan söylemek zorunda kaldığını belirten Sevda Demirel, ""Sevgilim, çocuğumuzu aldırmamı istedi. Böyle bir şeyi yapamayacağım için bu yalanı söylemek zorunda kaldım"" dedi. Sevda Demirel, daha önce ABD’deki sperm bankasından [PET_BOUNDARY]siyahi[PET_BOUNDARY] bir Amerikalı’nıın spermleriye hamile kaldığını ve melez bir çocuğunun olacağını açıklamıştı.",1
741,siyahi,siyahi,physical/mental attributes,"Jean Ping, Afrika Birliği'nin Libya Ulusal Geçiş Konseyi'ni ülkenin meşru temsilcisi olarak tanımamasının nedenlerinden birinin de bu olduğunu bildirdi. Ping, konunun açıklığa kavuşturulması gerektiğini, çünkü muhaliflerin siyahi insanları paralı askerlerle karıştırıp sıradan işçileri de öldürdüklerini belirtti. Libyalı muhalifler, bir hafta süren çatışmaların ardından ülkenin başkenti Trablus'un büyük bir kısmını ele geçirmişti. Ping, her iki tarafa da ölümleri durdurma çağrısı yaptı.","jean ping, afrika birliği'nin libya ulusal geçiş konseyi'ni ülkenin meşru temsilcisi olarak tanımamasının nedenlerinden birinin de bu olduğunu bildirdi. ping, konunun açıklığa kavuşturulması gerektiğini, çünkü muhaliflerin siyahi insanları paralı askerlerle karıştırıp sıradan işçileri de öldürdüklerini belirtti. libyalı muhalifler, bir hafta süren çatışmaların ardından ülkenin başkenti trablus'un büyük bir kısmını ele geçirmişti. ping, her iki tarafa da ölümleri durdurma çağrısı yaptı.",490,60,"Jean Ping, Afrika Birliği'nin Libya Ulusal Geçiş Konseyi'ni ülkenin meşru temsilcisi olarak tanımamasının nedenlerinden birinin de bu olduğunu bildirdi. Ping, konunun açıklığa kavuşturulması gerektiğini, çünkü muhaliflerin [PET_BOUNDARY]siyahi[PET_BOUNDARY] insanları paralı askerlerle karıştırıp sıradan işçileri de öldürdüklerini belirtti. Libyalı muhalifler, bir hafta süren çatışmaların ardından ülkenin başkenti Trablus'un büyük bir kısmını ele geçirmişti. Ping, her iki tarafa da ölümleri durdurma çağrısı yaptı.",1
742,siyahi,siyahi,physical/mental attributes,"Güney Afrika'nın resmi yayın organı SABC'nin haberine göre Nelson Mandela Vakfı, sosyal paylaşım sitesi Twitter'da çıkan söylentileri yalanlayarak, Mandela'nın yaşadığını ve sağlık durumunun iyi olduğunu açıkladı. Güney Afrika'nın ilk siyahi cumhurbaşkanı olan 93 yaşındaki Mandela, ocak ayında akut solunum enfeksiyonu yüzünden hastaneye kaldırılmıştı. Daha sonra iyileşen Mandela doğduğu Kunu köyünde yaşıyor. 1980'lerde verem olan Mandela, 2001 yılında da prostat kanseri tedavisi görmüştü.","güney afrika'nın resmi yayın organı sabc'nin haberine göre nelson mandela vakfı, sosyal paylaşım sitesi twitter'da çıkan söylentileri yalanlayarak, mandela'nın yaşadığını ve sağlık durumunun iyi olduğunu açıkladı. güney afrika'nın ilk siyahi cumhurbaşkanı olan 93 yaşındaki mandela, ocak ayında akut solunum enfeksiyonu yüzünden hastaneye kaldırılmıştı. daha sonra iyileşen mandela doğduğu kunu köyünde yaşıyor. 1980'lerde verem olan mandela, 2001 yılında da prostat kanseri tedavisi görmüştü.",493,62,"Güney Afrika'nın resmi yayın organı SABC'nin haberine göre Nelson Mandela Vakfı, sosyal paylaşım sitesi Twitter'da çıkan söylentileri yalanlayarak, Mandela'nın yaşadığını ve sağlık durumunun iyi olduğunu açıkladı. Güney Afrika'nın ilk [PET_BOUNDARY]siyahi[PET_BOUNDARY] cumhurbaşkanı olan 93 yaşındaki Mandela, ocak ayında akut solunum enfeksiyonu yüzünden hastaneye kaldırılmıştı. Daha sonra iyileşen Mandela doğduğu Kunu köyünde yaşıyor. 1980'lerde verem olan Mandela, 2001 yılında da prostat kanseri tedavisi görmüştü.",1
743,siyahi,siyahi,physical/mental attributes,"Alınan bilgiye göre, jandarma ekipleri, Doyran köyü yakınlarında yaptıkları kontrollerde, Meriç Nehri'nde bir erkek cesedi buldu. Üzerinde herhangi bir kimlik kartı çıkmayan, siyahi tenli erkek cesedi, otopsi için Trakya Üniversitesi Tıp Fakültesi Hastanesi morguna kaldırıldı. Cesedin, nehri aşarak Yunanistan'a gitmek isterken boğulan bir kaçağa ait olduğu tahmin ediliyor.","alınan bilgiye göre, jandarma ekipleri, doyran köyü yakınlarında yaptıkları kontrollerde, meriç nehri'nde bir erkek cesedi buldu. üzerinde herhangi bir kimlik kartı çıkmayan, siyahi tenli erkek cesedi, otopsi için trakya üniversitesi tıp fakültesi hastanesi morguna kaldırıldı. cesedin, nehri aşarak yunanistan'a gitmek isterken boğulan bir kaçağa ait olduğu tahmin ediliyor.",375,48,"Alınan bilgiye göre, jandarma ekipleri, Doyran köyü yakınlarında yaptıkları kontrollerde, Meriç Nehri'nde bir erkek cesedi buldu. Üzerinde herhangi bir kimlik kartı çıkmayan, [PET_BOUNDARY]siyahi[PET_BOUNDARY] tenli erkek cesedi, otopsi için Trakya Üniversitesi Tıp Fakültesi Hastanesi morguna kaldırıldı. Cesedin, nehri aşarak Yunanistan'a gitmek isterken boğulan bir kaçağa ait olduğu tahmin ediliyor.",1
744,siyahi,siyahi,physical/mental attributes,"ABD’nin ilk siyahi Başkanı Barack Obama’yı, ""siyahi yüzlü beyaz iktidar"" olarak niteleyen bir grup siyahi Amerikalı Washington’da gösteri yaptı. Başta Amerikan askerlerinin ülkeye dönmesini isteyen 200 kadar kişilik grubun gösterisi, siyahi Amerikalıların, ocak ayında iktidara gelen Obama’ya yönelik ilk gösterisi olma özelliğini taşıyor. Göstericiler Obama’yı, ""Washington’un dünya çapında emperyalist gündemini devam ettirmekle"" suçluyor. Etiketler: ABD","abd’nin ilk siyahi başkanı barack obama’yı, ""siyahi yüzlü beyaz iktidar"" olarak niteleyen bir grup siyahi amerikalı washington’da gösteri yaptı. başta amerikan askerlerinin ülkeye dönmesini isteyen 200 kadar kişilik grubun gösterisi, siyahi amerikalıların, ocak ayında iktidara gelen obama’ya yönelik ilk gösterisi olma özelliğini taşıyor. göstericiler obama’yı, ""washington’un dünya çapında emperyalist gündemini devam ettirmekle"" suçluyor. etiketler: abd",456,55,"ABD’nin ilk [PET_BOUNDARY]siyahi[PET_BOUNDARY] Başkanı Barack Obama’yı, ""siyahi yüzlü beyaz iktidar"" olarak niteleyen bir grup siyahi Amerikalı Washington’da gösteri yaptı. Başta Amerikan askerlerinin ülkeye dönmesini isteyen 200 kadar kişilik grubun gösterisi, siyahi Amerikalıların, ocak ayında iktidara gelen Obama’ya yönelik ilk gösterisi olma özelliğini taşıyor. Göstericiler Obama’yı, ""Washington’un dünya çapında emperyalist gündemini devam ettirmekle"" suçluyor. Etiketler: ABD",1
745,siyahi,siyahi,physical/mental attributes,"Ünlü aktör Will Smith, önceki akşam Stephen Colbert'in sunduğu 'The Late Show'a konuk oldu. 'Suicide Squad' filmiyle izleyiciyle buluşan Smith, gelecek projesinde ABD Başkanı Barack Obama'yı canlandırabileceğini açıkladı. Ünlü aktör, ""Bu konuyu Obama ile birkaç kez görüştük. Kulaklarım kendisine benzediği için onu oynayabileceğimi söyledi!"" diye konuştu. Smith, ""ABD'nin ilk siyahi başkanı olma fırsatını kaçırdım ancak Obama'yı oynamak beni memnun eder"" diye espri de yaptı. (Gazetevatan)","ünlü aktör will smith, önceki akşam stephen colbert'in sunduğu 'the late show'a konuk oldu. 'suicide squad' filmiyle izleyiciyle buluşan smith, gelecek projesinde abd başkanı barack obama'yı canlandırabileceğini açıkladı. ünlü aktör, ""bu konuyu obama ile birkaç kez görüştük. kulaklarım kendisine benzediği için onu oynayabileceğimi söyledi!"" diye konuştu. smith, ""abd'nin ilk siyahi başkanı olma fırsatını kaçırdım ancak obama'yı oynamak beni memnun eder"" diye espri de yaptı. (gazetevatan)",491,65,"Ünlü aktör Will Smith, önceki akşam Stephen Colbert'in sunduğu 'The Late Show'a konuk oldu. 'Suicide Squad' filmiyle izleyiciyle buluşan Smith, gelecek projesinde ABD Başkanı Barack Obama'yı canlandırabileceğini açıkladı. Ünlü aktör, ""Bu konuyu Obama ile birkaç kez görüştük. Kulaklarım kendisine benzediği için onu oynayabileceğimi söyledi!"" diye konuştu. Smith, ""ABD'nin ilk [PET_BOUNDARY]siyahi[PET_BOUNDARY] başkanı olma fırsatını kaçırdım ancak Obama'yı oynamak beni memnun eder"" diye espri de yaptı. (Gazetevatan)",1
746,siyahi,siyahı,physical/mental attributes,"İZMİR DHA Lüks sedan aracın, Kuzey Amerika’da yılın otomobili seçildiği belirtiliyor. Yüksek teknoloji ürünü birçok sisteme sahip olduğu, V8 ve V6 motor seçenekleri bulunduğu ifade ediliyor. ""Türkiye’de inci siyahı, inci beyazı ve metalik gri olmak üzere üç renkte satışa sunuldu"" deniliyor. Etiketler:","i̇zmi̇r dha lüks sedan aracın, kuzey amerika’da yılın otomobili seçildiği belirtiliyor. yüksek teknoloji ürünü birçok sisteme sahip olduğu, v8 ve v6 motor seçenekleri bulunduğu ifade ediliyor. ""türkiye’de inci siyahı, inci beyazı ve metalik gri olmak üzere üç renkte satışa sunuldu"" deniliyor. etiketler:",304,42,"İZMİR DHA Lüks sedan aracın, Kuzey Amerika’da yılın otomobili seçildiği belirtiliyor. Yüksek teknoloji ürünü birçok sisteme sahip olduğu, V8 ve V6 motor seçenekleri bulunduğu ifade ediliyor. ""Türkiye’de inci [PET_BOUNDARY]siyahı[PET_BOUNDARY], inci beyazı ve metalik gri olmak üzere üç renkte satışa sunuldu"" deniliyor. Etiketler:",0
747,siyahi,siyahi,physical/mental attributes,"Uluslararası haber ajanslarına konuşan ABD'li yetkililer, 63 yaşındaki Holder'ın istifa kararını önümüzdeki saatlerde Beyaz Saray'daki bir etkinlikte resmen açıklayacağını belirtti. Reuters haber ajansı, Holder'ın istifa kararının, ABD'nin Ferguson kentindeki olaylar başta olmak üzere, Adalet Bakanlığı'nı yıpratan bir dizi gelişmenin ardından gelmesine dikkat çekti. ABD'nin ilk siyahi adalet bakanı olan Holder, Şubat 2009'dan bu yana görevdeydi.","uluslararası haber ajanslarına konuşan abd'li yetkililer, 63 yaşındaki holder'ın istifa kararını önümüzdeki saatlerde beyaz saray'daki bir etkinlikte resmen açıklayacağını belirtti. reuters haber ajansı, holder'ın istifa kararının, abd'nin ferguson kentindeki olaylar başta olmak üzere, adalet bakanlığı'nı yıpratan bir dizi gelişmenin ardından gelmesine dikkat çekti. abd'nin ilk siyahi adalet bakanı olan holder, şubat 2009'dan bu yana görevdeydi.",449,55,"Uluslararası haber ajanslarına konuşan ABD'li yetkililer, 63 yaşındaki Holder'ın istifa kararını önümüzdeki saatlerde Beyaz Saray'daki bir etkinlikte resmen açıklayacağını belirtti. Reuters haber ajansı, Holder'ın istifa kararının, ABD'nin Ferguson kentindeki olaylar başta olmak üzere, Adalet Bakanlığı'nı yıpratan bir dizi gelişmenin ardından gelmesine dikkat çekti. ABD'nin ilk [PET_BOUNDARY]siyahi[PET_BOUNDARY] adalet bakanı olan Holder, Şubat 2009'dan bu yana görevdeydi.",1
748,siyahi,siyahileri,physical/mental attributes,"DIŞ HABERLER 1977 yılından itibaren Amerikan güreşi yapan Hulk Hogan, dünyanın en tanınan güreşçileri arasında gösteriliyordu. Irkçı konuşmaları ortaya çıkan Hogan, ""Benim için böyle saldırgan bir ifade kullanmak kabul edilemez. Bunun için hiçbir bahanem yok"" açıklamasında bulundu. Hogan’ın avukatı, güreşçinin kovulmadan önce istifa ettiğini iddia etti. Hogan’ın, kızının aşk hayatı ile ilgili konuşurken siyahileri aşağılayan kelimeler kullandığı iddia ediliyor. Etiketler: aşk","diş haberler 1977 yılından itibaren amerikan güreşi yapan hulk hogan, dünyanın en tanınan güreşçileri arasında gösteriliyordu. irkçı konuşmaları ortaya çıkan hogan, ""benim için böyle saldırgan bir ifade kullanmak kabul edilemez. bunun için hiçbir bahanem yok"" açıklamasında bulundu. hogan’ın avukatı, güreşçinin kovulmadan önce istifa ettiğini iddia etti. hogan’ın, kızının aşk hayatı ile ilgili konuşurken siyahileri aşağılayan kelimeler kullandığı iddia ediliyor. etiketler: aşk",480,61,"DIŞ HABERLER 1977 yılından itibaren Amerikan güreşi yapan Hulk Hogan, dünyanın en tanınan güreşçileri arasında gösteriliyordu. Irkçı konuşmaları ortaya çıkan Hogan, ""Benim için böyle saldırgan bir ifade kullanmak kabul edilemez. Bunun için hiçbir bahanem yok"" açıklamasında bulundu. Hogan’ın avukatı, güreşçinin kovulmadan önce istifa ettiğini iddia etti. Hogan’ın, kızının aşk hayatı ile ilgili konuşurken [PET_BOUNDARY]siyahileri[PET_BOUNDARY] aşağılayan kelimeler kullandığı iddia ediliyor. Etiketler: aşk",1
749,siyahi,siyahi,physical/mental attributes,"DIŞ HABERLER SERVİSİ Sevenlerinin ‘Miss Susie’ ismini verdiği siyahi kadın, 19. yüzyılda doğmuş son Amerikan vatandaşıydı. Bugüne kadar 20 ABD Başkanı ve iki dünya savaşına tanıklık eden ‘Miss Susie’nin büyükanne ve büyükbabasının köle olduğu ifade edildi. Jones’un ölümünden sonra 116 yaşındaki İtalyan Emma Morano, dünyanın en yaşlı kadını unvanını aldı. Etiketler: ABD , New York","diş haberler servi̇si̇ sevenlerinin ‘miss susie’ ismini verdiği siyahi kadın, 19. yüzyılda doğmuş son amerikan vatandaşıydı. bugüne kadar 20 abd başkanı ve iki dünya savaşına tanıklık eden ‘miss susie’nin büyükanne ve büyükbabasının köle olduğu ifade edildi. jones’un ölümünden sonra 116 yaşındaki i̇talyan emma morano, dünyanın en yaşlı kadını unvanını aldı. etiketler: abd , new york",385,55,"DIŞ HABERLER SERVİSİ Sevenlerinin ‘Miss Susie’ ismini verdiği [PET_BOUNDARY]siyahi[PET_BOUNDARY] kadın, 19. yüzyılda doğmuş son Amerikan vatandaşıydı. Bugüne kadar 20 ABD Başkanı ve iki dünya savaşına tanıklık eden ‘Miss Susie’nin büyükanne ve büyükbabasının köle olduğu ifade edildi. Jones’un ölümünden sonra 116 yaşındaki İtalyan Emma Morano, dünyanın en yaşlı kadını unvanını aldı. Etiketler: ABD , New York",1
750,siyahi,siyahi,physical/mental attributes,"AA Edinilen bilgiye göre, Chicago polisi, kentin güneyinde aile içi şiddet ihbarı üzerine gittiği binada mühendislik fakültesi öğrencisi 19 yaşındaki Quintonio LeGrier ve 55 yaşındaki Bettie R. Jones’u silahla vurarak öldürdü. Yapılan açıklamada, gencin tehlike oluşturması üzerine vurulduğu, kadının ölümünün ise ""kazara"" meydana geldiği belirtildi. İki kurbanın da siyahi ve silahsız olduğu ifade edildi. Etiketler: ABD","aa edinilen bilgiye göre, chicago polisi, kentin güneyinde aile içi şiddet ihbarı üzerine gittiği binada mühendislik fakültesi öğrencisi 19 yaşındaki quintonio legrier ve 55 yaşındaki bettie r. jones’u silahla vurarak öldürdü. yapılan açıklamada, gencin tehlike oluşturması üzerine vurulduğu, kadının ölümünün ise ""kazara"" meydana geldiği belirtildi. i̇ki kurbanın da siyahi ve silahsız olduğu ifade edildi. etiketler: abd",422,56,"AA Edinilen bilgiye göre, Chicago polisi, kentin güneyinde aile içi şiddet ihbarı üzerine gittiği binada mühendislik fakültesi öğrencisi 19 yaşındaki Quintonio LeGrier ve 55 yaşındaki Bettie R. Jones’u silahla vurarak öldürdü. Yapılan açıklamada, gencin tehlike oluşturması üzerine vurulduğu, kadının ölümünün ise ""kazara"" meydana geldiği belirtildi. İki kurbanın da [PET_BOUNDARY]siyahi[PET_BOUNDARY] ve silahsız olduğu ifade edildi. Etiketler: ABD",1
751,siyahi,siyahi,physical/mental attributes,"İBRAHİM ÇOBAN DHA Acar, Obama’ya benzerliğini seçim kampanyasında kullanıp, ""Akalan’ın Obaması geliyor"" yazılı afiş ve broşür bastırdı. Bunları evlere ve kahvehanelere dağıtarak seçmenlerden oy isteyen Acar, ""Ben siyahi değilim ama esmer olduğum için çok benzetiyorlar"" diyor. Etiketler: ABD","i̇brahi̇m çoban dha acar, obama’ya benzerliğini seçim kampanyasında kullanıp, ""akalan’ın obaması geliyor"" yazılı afiş ve broşür bastırdı. bunları evlere ve kahvehanelere dağıtarak seçmenlerden oy isteyen acar, ""ben siyahi değilim ama esmer olduğum için çok benzetiyorlar"" diyor. etiketler: abd",293,38,"İBRAHİM ÇOBAN DHA Acar, Obama’ya benzerliğini seçim kampanyasında kullanıp, ""Akalan’ın Obaması geliyor"" yazılı afiş ve broşür bastırdı. Bunları evlere ve kahvehanelere dağıtarak seçmenlerden oy isteyen Acar, ""Ben [PET_BOUNDARY]siyahi[PET_BOUNDARY] değilim ama esmer olduğum için çok benzetiyorlar"" diyor. Etiketler: ABD",1
